employee_id,manager_id,grade,hire_date,exit_date,tenure_days,event_observed
E01124,M0044,4,2024-02-17,,927,0
E01125,M0090,2,2021-09-24,2021-10-13,19,1
E01126,M0143,4,2024-09-18,,713,0
E01127,M0114,1,2022-12-31,2024-06-20,537,1
E01128,M0138,2,2024-12-30,2025-01-30,31,1
E01129,M0140,2,2023-03-08,,1273,0
E01130,M0109,1,2023-08-25,,1103,0
E01131,M0065,1,2021-10-30,2022-08-20,294,1
E01132,M0040,2,2025-12-09,2026-04-07,119,1
E01133,M0087,3,2025-11-27,,278,0
E01134,M0124,1,2021-09-14,,1813,0
E01135,M0009,4,2024-10-03,2024-11-06,34,1
E01136,M0007,3,2022-01-16,2024-12-19,1068,1
E01137,M0024,4,2023-06-01,,1188,0
E01138,M0006,2,2024-10-08,2025-04-11,185,1
E01139,M0049,2,2025-11-04,,301,0
E01140,M0007,5,2025-07-12,2026-04-20,282,1
E01141,M0162,3,2026-08-31,,1,0
E01142,M0132,2,2025-12-21,2026-03-16,85,1
E01143,M0078,2,2024-11-02,2026-04-06,520,1
E01144,M0122,4,2022-08-17,2024-07-03,686,1
E01145,M0070,1,2021-12-10,2024-08-27,991,1
E01146,M0120,1,2021-09-06,2022-10-19,408,1
E01147,M0130,3,2023-09-08,,1089,0
E01148,M0154,4,2026-04-13,,141,0
E01149,M0084,1,2024-06-12,2024-06-19,7,1
E01150,M0064,2,2026-01-26,,218,0
E01151,M0066,3,2022-03-28,,1618,0
E01152,M0167,3,2023-11-23,2026-07-13,963,1
E01153,M0098,1,2026-04-03,,151,0
E01154,M0117,3,2024-03-27,,888,0
E01155,M0121,1,2022-03-16,2024-06-01,808,1
E01156,M0106,2,2021-10-29,2024-09-25,1062,1
E01157,M0129,2,2023-11-29,2026-03-31,853,1
E01158,M0009,2,2024-03-24,2024-11-28,249,1
E01159,M0036,2,2024-01-05,2026-06-04,881,1
E01160,M0169,1,2026-01-10,2026-07-30,201,1
E01161,M0018,4,2026-03-18,,167,0
E01162,M0012,1,2024-12-26,,614,0
E01163,M0094,4,2025-05-06,,483,0
E01164,M0036,1,2022-10-01,2023-09-08,342,1
E01165,M0158,1,2022-08-20,2023-07-23,337,1
E01166,M0052,1,2023-04-13,2024-09-19,525,1
E01167,M0005,1,2025-03-18,,532,0
E01168,M0067,2,2025-01-31,,578,0
E01169,M0065,1,2022-01-28,,1677,0
E01170,M0138,4,2024-08-01,2025-03-05,216,1
E01171,M0000,2,2025-03-07,,543,0
E01172,M0034,3,2022-06-15,2023-04-22,311,1
E01173,M0018,1,2025-03-11,,539,0
E01174,M0069,1,2022-02-11,,1663,0
E01175,M0134,2,2023-04-29,2024-05-08,375,1
E01176,M0124,1,2026-04-17,,137,0
E01177,M0149,1,2026-02-10,,203,0
E01178,M0127,1,2023-05-01,2023-06-15,45,1
E01179,M0123,1,2025-08-16,,381,0
E01180,M0121,1,2026-06-03,,90,0
E01181,M0066,1,2022-09-22,,1440,0
E01182,M0052,4,2023-05-06,,1214,0
E01183,M0178,1,2023-01-07,,1333,0
E01184,M0060,3,2022-01-25,2022-03-22,56,1
E01185,M0069,2,2024-04-10,,874,0
E01186,M0101,4,2022-05-07,2022-08-03,88,1
E01187,M0106,2,2025-11-25,,280,0
E01188,M0076,1,2026-03-19,,166,0
E01189,M0156,2,2023-03-10,2023-03-30,20,1
E01190,M0103,2,2021-12-07,,1729,0
E01191,M0066,2,2022-05-29,2024-05-18,720,1
E01192,M0070,5,2022-08-09,2023-08-19,375,1
E01193,M0054,3,2026-04-10,,144,0
E01194,M0143,4,2025-09-03,,363,0
E01195,M0009,3,2025-09-02,,364,0
E01196,M0123,1,2024-09-25,2025-02-03,131,1
E01197,M0168,1,2024-09-09,,722,0
E01198,M0100,1,2023-03-01,,1280,0
E01199,M0083,5,2023-09-05,2023-09-30,25,1
E01200,M0039,2,2026-04-04,,150,0
E01201,M0042,2,2022-06-23,2023-02-20,242,1
E01202,M0032,3,2025-08-20,,377,0
E01203,M0123,1,2025-09-20,,346,0
E01204,M0088,1,2024-02-20,,924,0
E01205,M0143,2,2025-02-06,2026-05-10,458,1
E01206,M0087,3,2023-10-15,,1052,0
E01207,M0131,1,2022-10-02,2023-01-07,97,1
E01208,M0051,1,2023-08-31,,1097,0
E01209,M0128,2,2023-09-10,,1087,0
E01210,M0077,1,2024-02-07,2024-11-27,294,1
E01211,M0177,2,2023-01-25,,1315,0
E01212,M0041,2,2023-12-30,2025-01-24,391,1
E01213,M0119,1,2025-07-23,,405,0
E01214,M0000,5,2024-10-03,,698,0
E01215,M0066,1,2025-04-22,,497,0
E01216,M0111,5,2024-06-10,2025-02-21,256,1
E01217,M0106,3,2022-04-03,2023-03-23,354,1
E01218,M0169,2,2024-10-25,2025-03-08,134,1
E01219,M0172,1,2023-12-02,2024-01-31,60,1
E01220,M0052,2,2024-07-14,,779,0
E01221,M0156,2,2026-07-23,,40,0
E01222,M0177,1,2023-12-14,,992,0
E01223,M0110,3,2022-07-17,2022-07-17,0,1
E01224,M0098,5,2026-03-20,,165,0
E01225,M0043,1,2022-07-22,2022-08-06,15,1
E01226,M0072,2,2023-11-21,,1015,0
E01227,M0055,4,2026-06-13,,80,0
E01228,M0088,5,2025-03-31,2025-07-12,103,1
E01229,M0000,1,2023-09-14,,1083,0
E01230,M0116,3,2022-07-13,2022-11-10,120,1
E01231,M0039,3,2023-02-19,2023-10-05,228,1
E01232,M0178,1,2024-01-22,,953,0
E01233,M0089,2,2024-10-18,,683,0
E01234,M0119,3,2023-03-14,,1267,0
E01235,M0159,1,2025-03-17,2025-04-13,27,1
E01236,M0138,3,2022-08-24,,1469,0
E01237,M0026,1,2025-02-27,,551,0
E01238,M0013,2,2023-12-22,,984,0
E01239,M0021,2,2023-10-25,2026-05-09,927,1
E01240,M0121,2,2022-03-30,2023-12-27,637,1
E01241,M0022,1,2022-10-24,,1408,0
E01242,M0170,1,2024-08-25,2026-03-23,575,1
E01243,M0080,2,2022-02-27,,1647,0
E01244,M0118,1,2025-12-25,,250,0
E01245,M0056,1,2025-06-18,,440,0
E01246,M0134,5,2024-02-10,2024-02-29,19,1
E01247,M0103,2,2026-06-01,,92,0
E01248,M0009,1,2022-01-13,2022-07-20,188,1
E01249,M0074,1,2022-06-03,,1551,0
E01250,M0073,2,2024-06-03,2025-03-21,291,1
E01251,M0002,3,2023-08-19,2024-10-19,427,1
E01252,M0089,3,2021-12-19,,1717,0
E01253,M0102,2,2024-03-12,,903,0
E01254,M0072,3,2026-05-15,,109,0
E01255,M0107,1,2025-08-29,2025-12-25,118,1
E01256,M0026,2,2024-07-02,2025-02-22,235,1
E01257,M0049,5,2026-05-06,,118,0
E01258,M0049,2,2026-04-07,,147,0
E01259,M0132,1,2022-09-28,2022-09-29,1,1
E01260,M0111,3,2022-07-29,2024-03-08,588,1
E01261,M0155,4,2026-01-27,,217,0
E01262,M0140,2,2024-03-30,2024-12-25,270,1
E01263,M0109,2,2024-12-16,2025-09-26,284,1
E01264,M0105,3,2023-05-08,2023-06-06,29,1
E01265,M0016,1,2025-09-02,,364,0
E01266,M0021,1,2021-11-03,2021-11-04,1,1
E01267,M0099,2,2022-06-26,,1528,0
E01268,M0101,1,2023-06-20,2023-10-23,125,1
E01269,M0015,2,2025-01-07,,602,0
E01270,M0018,2,2024-09-06,2025-08-07,335,1
E01271,M0163,2,2026-06-15,,78,0
E01272,M0080,2,2024-01-20,,955,0
E01273,M0164,3,2025-06-17,,441,0
E01274,M0003,5,2022-12-09,2025-10-02,1028,1
E01275,M0125,1,2025-02-04,2025-10-30,268,1
E01276,M0143,3,2023-09-13,2023-11-18,66,1
E01277,M0114,3,2026-08-08,,24,0
E01278,M0108,2,2024-03-23,2024-06-02,71,1
E01279,M0162,3,2026-01-16,,228,0
E01280,M0126,4,2025-05-20,,469,0
E01281,M0169,2,2025-01-19,,590,0
E01282,M0118,4,2023-09-24,2024-10-27,399,1
E01283,M0024,2,2025-03-27,,523,0
E01284,M0142,4,2023-07-29,,1130,0
E01285,M0084,2,2021-11-14,2022-08-24,283,1
E01286,M0008,3,2026-06-29,,64,0
E01287,M0133,1,2026-01-07,2026-07-01,175,1
E01288,M0134,4,2025-09-30,,336,0
E01289,M0091,4,2025-06-28,,430,0
E01290,M0049,2,2023-01-10,,1330,0
E01291,M0052,4,2023-04-28,,1222,0
E01292,M0129,5,2022-03-02,2023-10-22,599,1
E01293,M0115,2,2023-10-01,,1066,0
E01294,M0015,1,2022-04-11,2022-07-21,101,1
E01295,M0095,4,2025-03-25,2025-05-20,56,1
E01296,M0159,1,2022-04-28,2022-06-29,62,1
E01297,M0067,4,2026-08-18,,14,0
E01298,M0144,3,2023-07-26,,1133,0
E01299,M0156,1,2021-11-29,,1737,0
E01300,M0154,1,2026-06-18,,75,0
E01301,M0084,2,2025-06-21,,437,0
E01302,M0076,1,2026-07-04,,59,0
E01303,M0088,1,2023-03-18,,1263,0
E01304,M0142,3,2024-01-24,2026-06-14,872,1
E01305,M0021,2,2025-10-16,,320,0
E01306,M0039,1,2022-10-22,2022-12-26,65,1
E01307,M0068,5,2026-06-19,,74,0
E01308,M0110,3,2025-04-22,,497,0
E01309,M0012,4,2023-10-13,,1054,0
E01310,M0114,2,2025-11-20,,285,0
E01311,M0019,1,2025-01-19,2025-04-21,92,1
E01312,M0177,2,2023-12-16,,990,0
E01313,M0039,2,2026-02-02,,211,0
E01314,M0176,3,2022-11-13,,1388,0
E01315,M0082,5,2025-09-03,,363,0
E01316,M0052,2,2023-09-04,,1093,0
E01317,M0125,4,2022-10-06,2025-05-09,946,1
E01318,M0126,1,2023-04-09,2023-07-24,106,1
E01319,M0040,2,2026-04-16,,138,0
E01320,M0120,1,2022-11-24,,1377,0
E01321,M0168,1,2025-07-08,,420,0
E01322,M0043,4,2023-08-26,2024-02-23,181,1
E01323,M0156,4,2022-10-26,,1406,0
E01324,M0051,3,2022-06-13,,1541,0
E01325,M0117,2,2025-10-01,,335,0
E01326,M0053,1,2024-11-22,,648,0
E01327,M0105,2,2021-11-11,2025-01-25,1171,1
E01328,M0105,2,2025-07-06,,422,0
E01329,M0087,3,2026-05-30,2026-06-27,28,1
E01330,M0055,2,2022-06-14,,1540,0
E01331,M0094,1,2025-09-04,,362,0
E01332,M0126,2,2021-09-10,,1817,0
E01333,M0079,1,2022-04-10,,1605,0
E01334,M0043,1,2024-11-30,2026-06-20,567,1
E01335,M0125,1,2022-11-21,2022-11-23,2,1
E01336,M0179,3,2022-09-29,,1433,0
E01337,M0052,1,2026-05-08,,116,0
E01338,M0159,3,2023-06-16,2023-12-17,184,1
E01339,M0089,3,2022-11-14,2022-11-20,6,1
E01340,M0100,3,2025-04-28,,491,0
E01341,M0159,2,2023-03-30,2025-09-21,906,1
E01342,M0059,4,2022-04-08,2023-03-09,335,1
E01343,M0003,4,2025-04-14,,505,0
E01344,M0116,2,2024-04-08,,876,0
E01345,M0046,2,2022-10-25,,1407,0
E01346,M0086,1,2026-08-27,,5,0
E01347,M0145,1,2026-07-01,,62,0
E01348,M0080,2,2021-10-18,,1779,0
E01349,M0150,3,2022-11-01,,1400,0
E01350,M0134,2,2021-11-06,2023-10-09,702,1
E01351,M0150,2,2022-05-20,2023-02-13,269,1
E01352,M0002,1,2024-12-30,,610,0
E01353,M0113,1,2023-02-26,,1283,0
E01354,M0080,5,2025-06-10,,448,0
E01355,M0094,2,2026-07-05,,58,0
E01356,M0069,1,2025-07-04,,424,0
E01357,M0087,2,2022-05-15,,1570,0
E01358,M0051,1,2023-12-02,2024-03-03,92,1
E01359,M0157,5,2026-08-22,,10,0
E01360,M0013,2,2022-03-27,,1619,0
E01361,M0139,1,2022-10-28,2024-03-30,519,1
E01362,M0083,1,2024-12-18,2025-07-23,217,1
E01363,M0066,4,2025-08-08,,389,0
E01364,M0024,1,2023-04-08,,1242,0
E01365,M0129,4,2025-10-20,,316,0
E01366,M0089,1,2022-06-22,,1532,0
E01367,M0046,1,2022-07-19,,1505,0
E01368,M0055,2,2026-01-26,,218,0
E01369,M0133,1,2022-11-23,2026-07-31,1346,1
E01370,M0052,4,2023-12-12,,994,0
E01371,M0084,2,2022-09-25,2025-09-09,1080,1
E01372,M0082,3,2024-01-19,,956,0
E01373,M0002,1,2022-12-29,2024-01-06,373,1
E01374,M0059,2,2024-06-02,2025-02-25,268,1
E01375,M0046,2,2023-02-12,,1297,0
E01376,M0023,1,2023-06-30,,1159,0
E01377,M0032,2,2024-03-02,2026-01-01,670,1
E01378,M0163,1,2023-03-28,,1253,0
E01379,M0063,1,2025-04-10,,509,0
E01380,M0038,2,2025-11-08,,297,0
E01381,M0007,2,2026-07-08,,55,0
E01382,M0157,2,2022-12-25,2023-03-23,88,1
E01383,M0154,2,2024-09-24,,707,0
E01384,M0158,3,2024-07-06,2025-06-02,331,1
E01385,M0044,2,2022-01-18,,1687,0
E01386,M0138,1,2024-09-19,2024-11-07,49,1
E01387,M0050,1,2022-01-09,2022-11-04,299,1
E01388,M0172,4,2024-05-08,2025-10-26,536,1
E01389,M0087,2,2026-08-19,,13,0
E01390,M0003,3,2021-12-07,,1729,0
E01391,M0045,4,2024-06-15,,808,0
E01392,M0102,3,2026-06-22,,71,0
E01393,M0084,2,2025-05-04,2025-11-28,208,1
E01394,M0113,1,2021-12-10,,1726,0
E01395,M0051,2,2022-11-10,,1391,0
E01396,M0177,4,2025-04-11,,508,0
E01397,M0109,3,2024-12-31,2025-10-05,278,1
E01398,M0097,5,2024-11-12,,658,0
E01399,M0145,1,2023-07-10,2024-12-11,520,1
E01400,M0166,2,2022-11-03,2025-07-23,993,1
E01401,M0071,4,2025-08-20,,377,0
E01402,M0016,1,2024-07-07,,786,0
E01403,M0132,2,2024-12-20,2024-12-24,4,1
E01404,M0069,3,2022-06-06,2026-02-27,1362,1
E01405,M0158,3,2022-06-02,,1552,0
E01406,M0105,2,2023-02-20,,1289,0
E01407,M0023,2,2025-10-08,2025-10-13,5,1
E01408,M0015,4,2025-12-18,,257,0
E01409,M0135,2,2021-11-01,,1765,0
E01410,M0102,1,2025-08-23,,374,0
E01411,M0159,1,2022-12-11,2024-05-04,510,1
E01412,M0111,1,2025-12-15,,260,0
E01413,M0044,2,2025-08-10,,387,0
E01414,M0157,1,2024-04-24,,860,0
E01415,M0111,4,2026-03-17,,168,0
E01416,M0077,1,2023-12-22,,984,0
E01417,M0153,2,2024-06-30,2024-11-18,141,1
E01418,M0139,3,2026-03-14,2026-08-09,148,1
E01419,M0174,1,2022-12-10,,1361,0
E01420,M0179,3,2023-08-01,2026-05-29,1032,1
E01421,M0014,5,2023-07-27,,1132,0
E01422,M0128,1,2022-09-24,2026-05-14,1328,1
E01423,M0126,2,2021-11-07,2023-12-22,775,1
E01424,M0066,1,2026-08-13,,19,0
E01425,M0108,2,2025-02-05,2025-05-03,87,1
E01426,M0053,1,2024-12-16,,624,0
E01427,M0173,3,2021-12-03,,1733,0
E01428,M0032,2,2024-01-16,,959,0
E01429,M0105,1,2023-04-21,2026-02-04,1020,1
E01430,M0010,4,2022-10-01,,1431,0
E01431,M0062,2,2025-03-13,2026-02-20,344,1
E01432,M0147,3,2024-07-09,2025-06-25,351,1
E01433,M0069,2,2025-03-11,,539,0
E01434,M0023,5,2022-08-18,2022-12-21,125,1
E01435,M0043,2,2026-07-15,,48,0
E01436,M0160,1,2024-08-09,,753,0
E01437,M0079,3,2022-10-22,,1410,0
E01438,M0153,3,2023-09-26,2025-11-21,787,1
E01439,M0088,2,2026-01-09,,235,0
E01440,M0146,1,2021-09-14,,1813,0
E01441,M0020,2,2021-09-20,,1807,0
E01442,M0084,1,2024-12-01,,639,0
E01443,M0041,1,2023-07-03,2024-08-31,425,1
E01444,M0021,3,2025-04-17,,502,0
E01445,M0169,2,2026-07-10,,53,0
E01446,M0038,2,2023-10-18,2023-11-01,14,1
E01447,M0003,1,2026-06-12,,81,0
E01448,M0042,3,2025-12-26,,249,0
E01449,M0091,1,2024-05-04,2025-02-15,287,1
E01450,M0123,4,2026-02-03,,210,0
E01451,M0154,1,2022-02-26,,1648,0
E01452,M0061,4,2025-01-12,2025-10-28,289,1
E01453,M0008,4,2024-03-04,,911,0
E01454,M0175,2,2022-02-12,2025-06-26,1230,1
E01455,M0097,1,2025-01-01,,608,0
E01456,M0042,1,2024-11-14,2024-12-29,45,1
E01457,M0138,1,2022-09-02,2024-07-13,680,1
E01458,M0093,3,2025-12-04,,271,0
E01459,M0101,3,2024-06-12,,811,0
E01460,M0030,1,2025-07-18,,410,0
E01461,M0015,2,2022-05-15,,1570,0
E01462,M0139,2,2021-10-06,2024-06-16,984,1
E01463,M0164,4,2024-12-10,,630,0
E01464,M0032,5,2021-09-22,,1805,0
E01465,M0038,1,2025-01-25,2025-08-26,213,1
E01466,M0135,3,2022-07-08,2023-01-22,198,1
E01467,M0088,1,2025-03-04,,546,0
E01468,M0014,2,2022-11-28,,1373,0
E01469,M0157,1,2022-11-21,2023-05-14,174,1
E01470,M0141,2,2026-05-18,,106,0
E01471,M0104,2,2021-11-04,2022-04-09,156,1
E01472,M0022,1,2026-05-23,,101,0
E01473,M0015,1,2025-05-06,,483,0
E01474,M0119,2,2026-04-01,,153,0
E01475,M0088,4,2022-07-31,,1493,0
E01476,M0083,5,2024-02-25,2024-06-04,100,1
E01477,M0137,2,2021-09-25,2025-10-25,1491,1
E01478,M0103,1,2023-04-30,2026-05-26,1122,1
E01479,M0118,4,2024-07-24,,769,0
E01480,M0159,5,2023-05-12,2023-06-22,41,1
E01481,M0084,2,2023-11-16,,1020,0
E01482,M0069,1,2026-02-08,,205,0
E01483,M0118,1,2024-10-24,2026-07-22,636,1
E01484,M0127,1,2022-06-07,2023-06-16,374,1
E01485,M0163,4,2022-02-13,2022-04-04,50,1
E01486,M0038,4,2025-08-19,2025-11-01,74,1
E01487,M0034,2,2024-03-15,,900,0
E01488,M0003,2,2025-03-21,2026-02-08,324,1
E01489,M0122,3,2022-08-13,2023-02-06,177,1
E01490,M0084,3,2025-08-13,,384,0
E01491,M0146,1,2022-01-25,,1680,0
E01492,M0026,1,2022-09-17,,1445,0
E01493,M0037,2,2023-05-18,2025-09-02,838,1
E01494,M0056,2,2026-01-11,,233,0
E01495,M0154,3,2025-04-05,,514,0
E01496,M0103,5,2025-09-21,,345,0
E01497,M0001,2,2022-08-21,2022-09-02,12,1
E01498,M0023,1,2024-06-11,2024-10-09,120,1
E01499,M0162,2,2025-06-29,,429,0
E01500,M0014,3,2024-03-12,,903,0
E01501,M0113,1,2026-07-01,,62,0
E01502,M0016,2,2023-09-24,2025-01-23,487,1
E01503,M0127,3,2026-08-23,,9,0
E01504,M0095,1,2022-09-14,2022-10-30,46,1
E01505,M0002,4,2025-12-25,,250,0
E01506,M0059,1,2024-07-04,2024-10-03,91,1
E01507,M0043,1,2026-07-26,,37,0
E01508,M0128,2,2025-11-07,2026-01-14,68,1
E01509,M0016,4,2025-03-16,,534,0
E01510,M0098,2,2026-05-12,,112,0
E01511,M0001,2,2024-09-10,2024-11-21,72,1
E01512,M0096,5,2022-02-07,,1667,0
E01513,M0117,1,2026-01-16,,228,0
E01514,M0031,1,2024-01-03,,972,0
E01515,M0028,1,2024-11-08,2025-10-21,347,1
E01516,M0080,3,2025-12-29,,246,0
E01517,M0160,1,2026-03-29,,156,0
E01518,M0123,2,2025-05-02,2025-10-28,179,1
E01519,M0115,1,2022-02-14,,1660,0
E01520,M0071,4,2023-03-16,,1265,0
E01521,M0090,1,2026-01-07,2026-05-04,117,1
E01522,M0093,2,2023-04-01,2024-08-29,516,1
E01523,M0052,5,2024-06-28,,795,0
E01524,M0056,1,2025-12-31,,244,0
E01525,M0120,4,2024-06-17,2025-10-27,497,1
E01526,M0156,1,2022-09-22,,1440,0
E01527,M0101,2,2022-03-09,2022-04-04,26,1
E01528,M0098,4,2023-10-02,,1065,0
E01529,M0148,2,2025-10-29,2026-06-29,243,1
E01530,M0012,4,2022-08-05,,1488,0
E01531,M0007,1,2022-06-30,,1524,0
E01532,M0106,1,2026-03-27,,158,0
E01533,M0159,2,2025-03-29,2025-05-11,43,1
E01534,M0114,2,2025-01-25,2025-07-08,164,1
E01535,M0047,2,2022-10-02,,1430,0
E01536,M0125,2,2024-02-13,,931,0
E01537,M0133,1,2022-12-19,2024-03-23,460,1
E01538,M0149,3,2023-02-07,,1302,0
E01539,M0149,4,2025-04-20,,499,0
E01540,M0174,5,2026-08-07,,25,0
E01541,M0097,2,2021-10-10,,1787,0
E01542,M0009,4,2023-08-11,2024-10-31,447,1
E01543,M0030,2,2022-09-15,2022-11-26,72,1
E01544,M0150,5,2022-03-19,,1627,0
E01545,M0122,3,2023-03-25,,1256,0
E01546,M0047,1,2023-06-18,2023-10-28,132,1
E01547,M0176,2,2022-11-25,2025-07-13,961,1
E01548,M0140,4,2024-11-22,,648,0
E01549,M0071,1,2022-03-26,,1620,0
E01550,M0089,3,2023-12-06,2023-12-21,15,1
E01551,M0128,3,2026-01-26,2026-08-11,197,1
E01552,M0001,1,2025-07-30,,398,0
E01553,M0039,1,2022-07-15,2022-08-16,32,1
E01554,M0089,2,2026-03-19,,166,0
E01555,M0069,2,2022-04-13,,1602,0
E01556,M0000,1,2026-02-10,,203,0
E01557,M0069,3,2023-11-21,,1015,0
E01558,M0105,3,2021-12-10,2026-02-27,1540,1
E01559,M0065,2,2023-12-26,2025-02-24,426,1
E01560,M0177,3,2022-10-01,,1431,0
E01561,M0105,5,2024-12-25,2025-01-21,27,1
E01562,M0157,4,2022-10-18,,1414,0
E01563,M0170,1,2026-02-24,,189,0
E01564,M0085,1,2024-12-15,2025-07-24,221,1
E01565,M0054,1,2026-07-25,,38,0
E01566,M0137,1,2024-12-13,2025-02-02,51,1
E01567,M0020,3,2024-08-31,,731,0
E01568,M0108,3,2024-08-05,2025-09-06,397,1
E01569,M0179,4,2022-02-05,2022-12-20,318,1
E01570,M0111,4,2025-03-04,,546,0
E01571,M0141,4,2022-09-29,2025-11-10,1138,1
E01572,M0097,2,2022-08-27,2025-01-19,876,1
E01573,M0077,1,2022-07-23,2026-04-02,1349,1
E01574,M0066,5,2023-09-15,,1082,0
E01575,M0038,1,2023-03-07,2023-10-15,222,1
E01576,M0164,3,2023-01-14,2024-07-05,538,1
E01577,M0073,2,2022-04-23,,1592,0
E01578,M0143,5,2024-09-17,2026-06-12,633,1
E01579,M0041,2,2022-01-12,2026-06-02,1602,1
E01580,M0106,2,2022-04-04,2026-03-16,1442,1
E01581,M0088,2,2021-11-19,2024-12-19,1126,1
E01582,M0088,5,2023-01-16,,1324,0
E01583,M0071,2,2022-05-02,,1583,0
E01584,M0037,2,2022-05-14,2023-02-06,268,1
E01585,M0171,2,2022-08-30,2024-10-20,782,1
E01586,M0006,3,2023-09-29,2023-12-16,78,1
E01587,M0159,4,2026-04-24,,130,0
E01588,M0123,2,2022-10-24,,1408,0
E01589,M0103,2,2024-07-14,2025-04-29,289,1
E01590,M0128,4,2021-11-11,2024-08-19,1012,1
E01591,M0150,1,2023-05-11,,1209,0
E01592,M0121,2,2026-04-25,,129,0
E01593,M0161,3,2025-03-03,,547,0
E01594,M0006,2,2024-10-29,2025-07-21,265,1
E01595,M0032,2,2023-08-29,2024-01-07,131,1
E01596,M0144,2,2021-09-12,,1815,0
E01597,M0059,1,2021-09-11,2022-08-25,348,1
E01598,M0176,3,2024-07-11,,782,0
E01599,M0088,3,2022-02-10,2023-10-24,621,1
E01600,M0090,1,2024-01-10,2025-06-04,511,1
E01601,M0157,1,2021-11-28,2021-12-06,8,1
E01602,M0080,2,2022-08-02,2022-08-06,4,1
E01603,M0040,3,2024-05-22,,832,0
E01604,M0054,2,2022-08-20,2025-09-09,1116,1
E01605,M0130,1,2026-08-08,,24,0
E01606,M0167,2,2022-12-14,,1357,0
E01607,M0169,2,2021-12-06,2025-11-08,1433,1
E01608,M0178,1,2023-11-20,2024-01-21,62,1
E01609,M0168,1,2022-02-07,,1667,0
E01610,M0070,1,2023-02-14,,1295,0
E01611,M0178,1,2025-08-26,,371,0
E01612,M0010,2,2025-05-04,,485,0
E01613,M0035,3,2025-10-17,,319,0
E01614,M0091,4,2025-07-10,2026-01-11,185,1
E01615,M0087,3,2022-01-09,,1696,0
E01616,M0009,2,2025-03-24,,526,0
E01617,M0117,2,2025-02-09,,569,0
E01618,M0080,4,2024-08-18,,744,0
E01619,M0132,1,2024-10-25,2025-04-11,168,1
E01620,M0056,1,2022-12-09,,1362,0
E01621,M0154,2,2024-04-06,,878,0
E01622,M0043,1,2026-06-15,,78,0
E01623,M0132,1,2025-06-16,2026-08-16,426,1
E01624,M0136,1,2024-08-23,2026-08-03,710,1
E01625,M0113,2,2026-08-09,,23,0
E01626,M0018,2,2024-07-08,,785,0
E01627,M0001,3,2025-05-30,2026-04-17,322,1
E01628,M0102,2,2022-04-10,2024-05-11,762,1
E01629,M0071,1,2022-01-12,,1693,0
E01630,M0154,2,2023-10-20,,1047,0
E01631,M0125,2,2022-07-18,,1506,0
E01632,M0086,1,2023-09-23,,1074,0
E01633,M0084,2,2023-11-28,,1008,0
E01634,M0069,2,2023-03-04,,1277,0
E01635,M0001,2,2023-09-29,2025-04-22,571,1
E01636,M0165,2,2023-10-23,,1044,0
E01637,M0169,5,2025-08-31,,366,0
E01638,M0069,4,2024-03-23,2024-05-06,44,1
E01639,M0021,2,2023-07-03,,1156,0
E01640,M0162,3,2026-05-06,,118,0
E01641,M0066,1,2024-01-22,,953,0
E01642,M0009,3,2021-11-14,,1752,0
E01643,M0006,3,2026-06-09,,84,0
E01644,M0035,1,2025-02-14,2025-03-20,34,1
E01645,M0174,3,2026-01-20,,224,0
E01646,M0049,3,2025-10-12,,324,0
E01647,M0137,1,2023-12-24,2026-07-26,945,1
E01648,M0118,2,2026-05-08,,116,0
E01649,M0069,3,2025-10-21,,315,0
E01650,M0078,1,2022-12-03,,1368,0
E01651,M0159,2,2025-01-18,2025-03-07,48,1
E01652,M0142,3,2026-02-27,,186,0
E01653,M0038,2,2023-01-18,2023-02-01,14,1
E01654,M0088,1,2023-05-28,2023-08-06,70,1
E01655,M0084,2,2023-04-29,2023-07-09,71,1
E01656,M0101,1,2025-06-15,,443,0
E01657,M0012,2,2026-04-19,,135,0
E01658,M0043,4,2022-08-11,2025-09-10,1126,1
E01659,M0133,2,2025-09-25,2026-01-14,111,1
E01660,M0123,2,2025-11-18,2026-07-15,239,1
E01661,M0089,2,2022-04-05,2023-03-18,347,1
E01662,M0022,2,2021-11-15,2025-07-28,1351,1
E01663,M0068,3,2024-10-21,,680,0
E01664,M0038,1,2025-07-24,2026-05-10,290,1
E01665,M0092,2,2021-10-18,2022-05-18,212,1
E01666,M0087,1,2026-03-24,,161,0
E01667,M0122,1,2024-06-15,2024-08-15,61,1
E01668,M0014,4,2026-01-28,,216,0
E01669,M0161,2,2024-01-27,2024-02-26,30,1
E01670,M0014,4,2023-09-04,,1093,0
E01671,M0104,1,2025-12-09,,266,0
E01672,M0088,1,2022-11-29,,1372,0
E01673,M0094,2,2023-07-26,2024-12-23,516,1
E01674,M0017,3,2026-08-19,,13,0
E01675,M0164,4,2023-06-20,2024-03-29,283,1
E01676,M0069,2,2024-02-08,,936,0
E01677,M0124,5,2022-06-29,,1525,0
E01678,M0000,3,2023-04-16,2023-06-03,48,1
E01679,M0145,2,2021-12-28,2022-04-16,109,1
E01680,M0110,1,2026-06-03,,90,0
E01681,M0010,2,2025-04-22,,497,0
E01682,M0059,3,2023-08-31,,1097,0
E01683,M0087,2,2023-11-13,,1023,0
E01684,M0025,1,2025-04-04,,515,0
E01685,M0053,2,2022-01-14,,1691,0
E01686,M0158,1,2022-01-01,,1704,0
E01687,M0089,3,2026-07-03,,60,0
